IBN KHALLIKAN’S BIOGRAPHICAL DICTIONARY.,وفيات الأعيان لابن خلِّكان
"He stated that al-Shafie considered as valid the indication of the kiblah by a little boy, but, added al-Khidri, the kiblah here means the niche which is visible in the mosque 'and marks the direction of Mecca) otherwise, if the mere direction be pointed out by the hoy, according to the best of his belief, the indication is not receivable.","وروى عن الشافعي رضي الله عنه أنه صحح دلالة الصبي على القبلة، قال الخضري: معناه أن يدل على قبلة تشاهد في الجامع، فأما في موضع الاجتهاد فلا يقبل."
"Abu al-Futuh al-Ijli writes as follows in his Mushkilat, or elucidation of the obscurities in the Wajiz and the Wasil), towards the beginning of the section on marriage: “The shaikh Abu Abd Allah al-Khidri was asked if it was “lawful for a woman to cut her nails in the sight of a man to whom she was “not related? and he reflected a long time without uttering a word.","وذكر أبو الفتوح العجلي في أول كتاب النكاح من كتاب شرح مشكلات الوجيز والوسيط أن الشيخ أبا عبد الله الخضري سئل عن قلامة ظفر المرأة: هل يجوز للرجل الأجنبي النظر إليها، فأطرق الشيخ طويلا ساكتا."
"But his wife, the daughter of the shaikh Abu Ali al-Shabawi, who happened to be present, said to him: What need hast thou to reflect? didst thou not hear my father say, in answer to this very question, that, if it be the nails of her fingers which she cuts, the man may lawfully look on; but, if it be the nails of her toes, he must not look on.","وكانت ابنة الشيخ أبي علي الشبوي تحته، فقالت له: لم تتفكر وقد سمعت أبي يقول في جواب هذه المسألة: إن كانت من قلامة أظفار اليدين جاز النظر إليها وإن كانت من أظفار الرجلين لم يجز."
"And the reason is, that her hands are not parts of the body indecent to be shown, whereas the instep is one of those parts which cannot be shown. Al-Khidri was delighted at these words, and exclaimed: Had I only gained this single point of information from frequenting persons of learning, I should think it quite enough for my pains.","وإنما كان ذلك لأن يدها ليست بعورة، بخلاف ظهر القدم، ففرح الخضري وقال: لو لم أستفد من اتصالي بأهل العلم إلا هذه المسألة لكانت كافية، انتهى كلام العجلي."
"I may here observe that this distinction between the hands and the feet is questionable, for the doctors of our sect say that (a woman's') exposing of her hands during prayer is not indecent; but we consider it indecent (in her) toes either the hands or the feet before a strange man. It may be perceived that this point requires consideration.","قلت أنا: هذا التفصيل بين اليدين والرجلين فيه نظر، فإن أصحابنا قالوا: اليدان ليستا بعورة في الصلاة، أما بالنسبة إلى نظر الأجنبي فما نعرف بينهما فرقاً، فلينظر."
"Al-Khidri had some knowledge in the Traditions, and his authority therein is held to be good.",وكانت له معرفة بالحديث أيضا وكان ثقة.
He died between the years of three hundred and eighty and three hundred and ninety (A. D. nine hundred and ninety or nine hundred or one thousand). ,"وتوفي في عشر الثمانين والثلثمائة، رحمه الله تعالى."
"Khidri means descended from Khidr; this Khidr was one of his ancestors: if the surname be pronounced Khadari, his ancestor's name must then have been Khadir. ","والخضري: بكسر الخاء المعجمة وسكون الضاد المعجمة وبعدها راء، هذه النسبة إلى بعض لأجداده، واسمه الخضر، هذا عند من يكسر الخاء ويسكن الضاد من الخضر، وهي إحدى اللغتين، فأما من يقول الخضر - بفتح الخاء وكسر الضاد - فقياسه أن يقال الخضري - بفتح الضاد - "
"This is analogous to the derivation of Namari from Namira, and this rule is absolute, admitting of no exception.","كما قالوا في النسبة إلى نمرة نمري، وهو باب مطرد لا يخرج عنه شيء."
Shabawi means belonging to Shabawyah; this person was one of the shaikh Abu Ali’s ancestors; he was an able jurisconsult and a native of Marw.,"والشبوي: بفتح الشين المعجمة وتشديد الباء الموحدة وضمها وسكون الواو، هذه النشبة إلى شبويه، وهو اسم بعض أجداد الشيخ أبي علي المذكور وكان فقيها فاضلا من أهل مرو، رحمه الله تعالى."
ABU HAMID AL-GHAZALI.,الغزالي
"Abu Hamid Muhammad Ibn Muhammad Ibn Muhammad Ibn Ahmad al-Ghazali, surnamed Hujjat al-Islam (example for the followers of Islamism] Zain al-din (ornament of religion), was a native of Tus and a doctor of the Shafie sect. Towards the close of his life, the Shafiites had not a doctor like him.","أبو حامد محمد بن محمد بن محمد بن أحمد الغزالي، الملقب حجة الإسلام زين الدين الطوسي الفقيه الشافعي، لم يكن للطائفة الشافعية في آخر عصره مثله."
"He commenced his studies at Tus under Ahmad al-Razkani, and, having then proceeded to Naisapur, he attended the lessons of the Imam al-Haramain, Abu al-Maali al-Juwaini, under whom he studied with such assiduity that, in a short lime, he completed his education; and became, one of the most distinguished among the doctors. even in the lifetime of his master, It was at that period he began his labors as an author. As long as his master lived, he remained with him, and he never ceased furnishing him motives of just pride in having such a pupil.","اشتغل في مبدأ أمره بطوس على أحمد الراذكاني ، ثم قدم نيسابور واختلف إلى دروس إمام الحرمين أبي المعالي الجويني، وجد في الاشتغال حتى تخرج في مدة قريبة، وصار من الأعيان المشار إليهم في زمن أستاذه، وصنف في ذلك الوقت، وكان أستاذه يتبجح به، ولم يزل ملازما له."
"On the Imam’s death, he left Naisapur and went to the army, where he met with a highly honorable reception from the vizir Nizam al-Mulk.","إلى أن توفي في التاريخ المذكور في ترجمته، فخرج من نيسابور إلى العسكر، ولقي الوزير نظام الملك فأكرمه وعظمه وبالغ في الإقبال عليه."
"A number of men eminent for talent were then at the vizir’s court, and in some public conferences which Abu Hamid had with them, he remained victorious in the debate and acquired a reputation which spread to distant lands.","وكان بحضرة الوزير جماعة من الأفاضل، فجرى بينهم الجدال والمناظرة في عدة مجالس، فظهر عليهم واشتهر اسمه وسارت بذكره الركبان."
"Soon after this, the professorship in the Nizamiya College of Baghdad was conferred upon him, and, in the month of the first Jumada, A. H; four hundred and eighty four (June-July, A. D. one thousand and ninety one), he commenced his lessons.","ثم فوض إليه الوزير تدريس مدرسته النظامية بمدينة بغداد، فجاءها وباشر إلقاء الدروس بها."
"His abilities filled the people of Iraq with admiration, and they gradually conceived for him the highest respect.","وذلك في جمادى الأولى سنة أربع وثمانين وأربعمائة، وأعجب به أهل العراق وارتفعت عندهم منزلته."
"In the month of Zu al-Kaada, A. H. four hundred and eighty eight (Nov. A. D. one thousand and ninety five), he abandoned all the occupations in which he had been hitherto engaged, and entered on the path of ascetism and retirement from the world. He then undertook the pilgrimage to Mecca.","ثم ترك جميع ما كان عليه في ذي القعدة سنة ثمان وثمانين وأربعمائة، وسلك طريق الزهد والانقطاع وقصد الحج."
سقط من النسخة,[وناب عنه أخوه أحمد في التدريس]
"and, on his return, lie proceeded to Syria and stopped for some time at Damascus. During his residence in that city, he gave lessons in a corner of the Great Mosque situated on the west bank of the Tigris.",فلما رجع توجه إلى الشام فأقام بمدينة دمشق مدة يذكر الدروس في زاوية الجامع في الجانب الغربي منه.
